year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2008,6,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",28,10,5.57,1.24,3.19,0,0,0,0,584,287,128,169,0,0
2008,6,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",120,40,17.5,2.89,10.18,0,9.44,2,1,2442,852,483,457,0,650
2008,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",982,499,109.55,7.5,256.52,0.92,124.51,17,11,42184,11640,539,16837,64,13104
2008,6,AA,American Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",30,13,3.3,0,2.74,0,6.97,0,0,742,307,0,79,0,356
2008,6,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",569,262,76.26,13.65,126.42,0.57,45.1,4,1,12956,4313,1014,4645,12,2972
2008,6,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2442,1166,251.67,41.53,588.28,0,284.53,20,1,72644,19801,3890,24881,0,24072
2008,6,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1700,788,98.71,20.48,486.48,0,182.32,101,45,53736,5740,1540,32733,0,13723
2008,6,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",30,9,2.42,0,3.72,0,2.86,0,0,323,84,0,96,0,143
2008,6,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",416,155,44.61,3.54,50.68,0,56.16,8,0,9342,2514,293,2573,0,3962
2008,6,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",900,372,113.91,11.89,135.57,0,110.63,15,3,25238,9097,1203,5922,0,9016
2008,6,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",142,27,9.96,3.17,4.52,0,9.35,9,0,2126,646,193,492,0,795
2008,6,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",119,29,12.27,0.36,0.94,0,15.43,5,0,1807,661,26,62,0,1058
2008,6,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3353,1208,286.38,40.39,435.65,0.14,445.43,58,4,88611,23324,4653,21345,4,39285
2008,6,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",437,173,31.95,6,64.64,0,70.41,7,0,11927,1921,564,3696,0,5746
2008,6,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",347,124,46.26,7.75,27.64,0,42.34,4,0,7743,2511,688,1253,0,3291
2008,6,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",86,45,17.38,2.17,16.95,0,8.49,0,0,2494,1046,124,506,0,818
2008,6,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",89,23,15.61,0.77,5.6,0,1.02,0,0,1967,1633,37,154,0,143
2008,6,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",209,72,36.35,6.82,12.57,0,16.26,2,0,4179,1892,763,510,0,1014
2008,6,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",146,62,17.9,4.4,15.54,0,24.15,1,1,3634,787,459,700,0,1688
2008,6,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",150,78,29.01,4.39,27.66,0,16.93,2,0,4549,1606,372,1045,0,1526
2008,6,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5886,2808,295.03,38.62,1568.91,1.94,903.49,136,41,200565,21764,3038,103628,69,72066
2008,6,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",60,18,7.55,0.36,3.33,0,6.76,1,0,675,230,16,174,0,255
2008,6,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",56,19,11.78,0.25,0.7,0,6.28,1,0,1150,605,33,41,0,471
2008,6,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",210,122,34.17,4.25,56.49,0,27.09,2,3,7849,2217,537,2488,0,2607
2008,6,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",462,200,53.72,8.16,74.18,0,63.94,10,2,13421,3164,737,4777,0,4743
2008,6,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",472,214,61.67,8.64,85.42,0,58.28,13,0,12769,3587,882,3558,0,4742
2008,6,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",90,38,11.77,2.26,19.05,0,4.92,0,0,1484,583,81,483,0,337
2008,6,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",536,189,59.05,8.31,54.36,0,67.28,8,0,13316,3441,716,3329,0,5830
2008,6,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",86,31,11.94,0.98,9.67,0,8.41,1,1,1707,576,64,586,0,481
2008,6,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",120,66,16.82,0.86,33.31,0,15.01,0,0,3669,943,102,1138,0,1486
2008,6,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",119,31,12.3,1.97,6.91,0,9.82,0,0,2194,1005,145,352,0,692
2008,6,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",506,257,67.19,7.22,119.98,0,62.6,5,3,15779,4800,626,4735,0,5618
2008,6,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",595,219,87.79,9.92,34.56,0,86.72,12,0,13091,4248,723,1813,0,6307
2008,6,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",90,30,11.14,0.84,7.84,0,10.17,3,0,1823,764,69,294,0,696
2008,6,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",492,263,68.22,8.18,137.88,0,48.71,1,2,13782,4043,713,5243,0,3783
2008,6,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1037,598,107.5,12.57,368.92,1.68,107.34,15,3,37714,7941,1609,18637,98,9429
2008,6,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",407,151,43.68,4.45,66.88,0,35.98,9,1,8503,2444,371,2645,0,3043
2008,6,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",968,358,142.75,18.16,117.55,0,79.53,6,3,29883,13948,1846,5631,0,8458
2008,6,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",206,107,32.49,3.73,43.76,0,27.02,2,0,7649,2659,267,2007,0,2716
2008,6,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",120,67,18.31,1.9,35.62,0,11.18,1,0,2661,706,117,993,0,845
2008,6,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",511,219,55.76,7.95,107.97,0,47.32,3,1,11201,3357,627,3991,0,3226
2008,6,AA,American Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",1585,518,127.93,14.28,142.41,0,233.37,32,4,33926,8893,1083,6877,0,17073
2008,6,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",116,38,8.41,2.83,9.36,0,17.41,0,0,3021,532,636,365,0,1488
2008,6,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",30,11,4.77,0.29,1.49,0,4.45,0,0,1438,661,95,143,0,539
2008,6,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",554,196,61.95,8.09,54.35,0.12,71.49,10,1,13064,3584,819,2992,8,5661
2008,6,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",269,132,43.02,7.74,26.43,0,54.82,4,0,8958,2200,849,1652,0,4257
2008,6,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",270,123,36.5,3.81,43.09,0,39.6,5,0,6886,1943,285,1710,0,2948
2008,6,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",77,26,8.99,2.08,4.86,0,10.07,2,0,1550,463,95,236,0,756
2008,7,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",307,93,39.97,3.85,22.91,0,26.26,2,1,4810,2055,385,996,0,1374
2008,7,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31,12,7.69,0,2.42,0.69,1.2,0,0,591,362,0,59,18,152
2008,7,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",724,244,63.75,8.87,107.21,0,64.17,13,11,16935,3659,526,8775,0,3975
2008,7,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",880,231,76.19,7.87,54.96,0.91,91.07,14,1,13675,4251,639,2141,20,6624
2008,7,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",154,49,13.89,4.48,16.2,0,14.43,0,0,3269,883,212,679,0,1495
2008,7,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",123,36,17.29,1.34,3.61,0,13.76,1,0,1509,723,85,99,0,602
2008,7,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",488,136,52.62,3.7,37.01,1.37,41.3,9,0,7920,3032,267,1549,63,3009
2008,7,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1178,384,91.15,9.59,179.34,2.06,101.86,20,3,27050,7928,714,10223,130,8055
2008,7,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",122,29,19.04,0.27,5.41,0,4.28,2,0,1369,1020,8,167,0,174
2008,7,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",277,88,25.58,5.86,27.72,0,28.84,2,0,6044,1560,432,1777,0,2275
2008,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",181,55,23.55,0.85,12.64,0,17.96,2,2,3317,1424,47,513,0,1333
2008,7,AA,American Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",119,25,16.72,0.94,3.87,0,3.48,1,0,1216,748,53,158,0,257
2008,7,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",184,61,29.36,2.86,10.04,0,18.74,1,0,3900,1971,173,388,0,1368
2008,7,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",88,22,10.78,0.75,3.83,0,6.64,0,1,1356,561,51,140,0,604
2008,7,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",902,283,67.05,17.32,123.55,0,75.08,19,5,15470,3729,978,6238,0,4525
2008,7,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",675,197,70.92,9.77,62.21,1,53.1,3,3,10149,3613,440,3105,19,2972
2008,7,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14056,2951,707.81,62.07,973.71,4.91,1202.49,211,78,166132,50484,3864,37671,333,73780
2008,7,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",334,108,42.38,4.15,26.55,0,34.92,5,0,5564,2165,284,1037,0,2078
2008,7,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31,10,7.11,0.53,1.69,0,0.66,0,0,510,359,59,39,0,53
2008,7,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",307,89,33.2,4.52,20.89,0,30.4,3,1,4335,1379,261,929,0,1766
2008,7,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",541,208,35.31,7.59,119.2,1.97,43.93,11,8,13248,2012,621,7011,147,3457
2008,7,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",61,17,8.92,0.56,2.93,0,4.59,0,1,721,408,10,106,0,197
2008,7,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",369,95,46.39,4.81,21.9,0,21.9,0,4,4173,2116,244,647,0,1166
2008,7,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",26,4,2.57,0,0.19,0,1.24,0,0,159,83,0,6,0,70
2008,7,AA,American Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",249,58,27.86,1.24,16.24,0,12.65,1,1,4371,2825,124,546,0,876
2008,7,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",62,22,9.15,1.45,2.83,0,8.57,3,0,1414,704,47,122,0,541
2008,7,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",333,96,35.41,3.88,37.9,0,18.81,9,2,5195,2119,227,1685,0,1164
2008,7,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",370,103,34.77,3.94,30.57,0,33.72,6,0,5957,2071,254,1415,0,2217
2008,7,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",145,44,18.33,2.67,4.9,0,18.09,8,1,2470,936,174,159,0,1201
2008,7,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",214,52,23.28,1.07,17.71,0,9.93,3,0,2542,1272,42,517,0,711
2008,7,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",43,8,6.12,1,0.43,0,0.45,1,0,374,266,21,45,0,42
2008,7,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",122,25,14.02,2.12,2.11,0,6.75,1,0,1341,527,117,89,0,608
2008,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1044,480,100.9,6.05,265.85,2.16,105.03,42,4,38266,10245,682,16528,107,10704
2008,7,AA,American Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",30,10,6.35,0,0.73,0,2.93,0,0,843,620,0,26,0,197
2008,7,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",645,190,74.44,7.72,59.38,0,48.45,6,0,10702,4821,366,2386,0,3129
2008,7,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2523,806,259.45,22.84,282.44,3.47,237.81,39,3,53681,19705,1376,13226,367,19007
2008,7,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1806,743,104.7,14.22,481.19,0,142.89,59,19,47432,7552,1042,29500,0,9338
2008,7,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",31,8,3.49,0,2.4,1,1.11,0,0,704,453,0,118,28,105
2008,7,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",426,105,42.2,5.03,30.39,0,27.37,6,1,5391,2459,258,1127,0,1547
2008,7,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",927,348,118.72,10.68,119.29,0,99.3,11,1,22340,8955,1585,4261,0,7539
2008,7,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",145,37,17.88,0.95,6.35,0,11.83,9,1,1656,761,83,198,0,614
2008,7,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",123,21,11.26,1.79,3.46,0,4.49,6,0,987,451,155,118,0,263
2008,7,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3464,1134,303.79,44.6,416.75,6.64,362.22,45,16,71655,22253,2969,17889,551,27993
2008,7,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",474,116,32.95,3.71,27.51,0,51.84,6,0,7355,1962,379,1467,0,3547
2008,7,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",364,111,54.09,5.14,19.53,0,32.24,3,1,5234,2420,301,651,0,1862
2008,7,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",88,22,13.51,2.34,2.11,0,4.04,0,0,1028,654,130,65,0,179
2008,7,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",93,13,7.57,0,2.43,0,3,0,0,716,304,0,59,0,353
2008,7,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",215,45,23.78,2.85,2.76,0,15.62,1,0,2271,1193,177,116,0,785
2008,7,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",150,47,17.81,1.78,7.83,0,19.58,2,0,2321,664,89,283,0,1285
2008,7,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",153,39,17.63,4.07,6.1,0,11.2,2,1,1786,607,243,161,0,775
2008,7,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6125,1878,282.88,46.06,960.86,4.59,583.61,110,33,121045,22142,3689,55767,321,39126
2008,7,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",91,20,9.41,2.04,6.43,0,2.13,1,1,1044,369,246,256,0,173
2008,7,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",56,18,11.17,0.54,1.28,0,5.01,0,0,743,362,39,71,0,271
2008,7,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",215,70,24.86,1.71,23.52,0,19.91,1,0,3519,1329,84,866,0,1240
2008,7,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",482,169,35.99,4.57,79.98,0,48.46,8,3,9989,2214,346,4097,0,3332
2008,7,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",486,115,36.39,4.05,35.24,0,39.32,10,2,6092,1939,232,1397,0,2524
2008,7,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",91,22,12.6,1.56,5.4,0,2.44,1,0,907,589,69,161,0,88
2008,7,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",549,166,55.61,5.69,51.68,0,53.02,8,2,10238,3566,240,2744,0,3688
2008,7,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",88,24,9.35,1.55,5.46,0,7.64,1,1,1125,309,84,272,0,460
2008,7,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",123,38,23,2.05,4.07,0,8.88,3,1,2078,1266,125,202,0,485
2008,7,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",124,16,7.85,1.25,3.34,0,3.56,1,2,857,426,50,176,0,205
2008,7,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",519,140,59.15,4.89,46.74,0,29.22,4,0,7813,3457,324,2104,0,1928
2008,7,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",611,167,71.46,9.59,35.13,0,50.82,8,0,9109,3425,730,1658,0,3296
2008,7,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",92,24,11.81,1,3.88,0,7.31,0,0,1196,647,34,137,0,378
2008,7,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",520,191,76.61,4.7,68.38,0,41.3,1,0,10204,4041,318,2622,0,3223
2008,7,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1063,417,112.26,13.57,205.86,4.13,81.19,18,0,25659,7755,896,11208,389,5411
2008,7,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",417,93,41.3,3.83,15.6,0,32.26,5,1,5743,2661,254,637,0,2191
2008,7,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",1017,384,150.83,17.1,121.58,5.59,88.89,9,2,28762,12081,1573,5586,347,9175
2008,7,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",211,77,28.91,4.17,25.5,0,18.41,1,0,4526,1511,309,882,0,1824
2008,7,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",123,30,16.94,2.9,6.32,0,3.84,0,1,1169,788,85,176,0,120
2008,7,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",532,125,55.9,3.12,26.37,0.26,39.34,4,2,6263,2851,146,1124,15,2127
2008,7,AA,American Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",1632,376,109.01,12.66,97.72,1,155.61,26,4,22765,7388,1119,4564,22,9672
2008,7,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",122,48,12.72,2.83,10.61,0.93,20.91,2,0,3358,948,189,407,151,1663
2008,7,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",31,11,2.84,0.15,2.14,0,5.87,1,0,621,178,16,65,0,362
2008,7,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",583,171,61.07,11.06,40.46,0,58.41,3,2,9103,3135,655,1885,0,3428
2008,7,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",276,99,42.1,5.22,18.76,0,32.92,2,0,5411,1981,380,872,0,2178
2008,7,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",276,76,27.64,2.54,18.26,1,26.57,2,0,4679,1464,172,819,51,2173
2008,7,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",72,17,9.1,0.27,2.08,0,5.54,1,0,913,383,34,71,0,425
2008,8,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",310,92,38.68,5.64,25.15,0,22.53,4,0,4471,2007,308,898,0,1258
2008,8,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31,12,7.21,0.77,2.14,0,1.88,0,0,765,389,57,180,0,139
2008,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",721,237,73.08,11.28,85.46,0,67.18,28,1,13459,4030,925,4328,0,4176
2008,8,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",885,229,87.17,11.11,39.36,0,91.36,24,3,13447,4739,639,1741,0,6328
2008,8,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",155,53,19.4,3.66,12.5,0,17.44,0,0,2564,1033,157,555,0,819
2008,8,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",123,39,13.11,3.07,10.59,0,12.23,1,0,2128,789,103,509,0,727
2008,8,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",486,98,33.42,3.76,26.22,0,34.6,14,0,6159,1796,274,1672,0,2417
2008,8,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1179,372,103.4,9.85,165.79,0,92.96,27,2,23418,7479,712,8777,0,6450
2008,8,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",123,32,17.57,2.17,5.19,0,7.06,0,0,1695,894,127,157,0,517
2008,8,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",276,80,38.8,3.47,18.52,0,19.21,1,1,4251,2131,161,655,0,1304
2008,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",179,53,24.48,1.02,13.01,0,14.49,7,0,2524,1091,35,635,0,763
2008,8,AA,American Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",119,38,19.74,2.53,7.12,0,8.61,0,0,1777,859,170,292,0,456
2008,8,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",186,56,27.85,4.47,12.94,0,10.75,3,0,2551,1323,199,400,0,629
2008,8,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",87,17,6.6,1.65,4.56,0,4.2,1,0,714,233,104,241,0,136
2008,8,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",897,247,83.11,20.6,60.77,0,82.53,14,2,13500,4459,1223,2696,0,5122
2008,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",681,191,67.54,10.93,62.83,0,49.7,10,1,9934,3295,601,2658,0,3380
2008,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14101,3060,628.11,157.75,1016.44,1.3,1256.4,313,74,173708,45492,9698,38734,31,79753
2008,8,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",334,76,27.13,4.24,11.34,0,33.29,5,1,4131,1296,187,622,0,2026
2008,8,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31,13,8.57,0.35,1.63,0,2.46,0,0,974,640,13,126,0,195
2008,8,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",310,81,30.07,8.76,16.59,0,25.58,8,0,4042,1290,538,740,0,1474
2008,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",541,171,40.96,3.32,86.42,0,40.3,21,7,11582,2918,135,5876,0,2653
2008,8,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",62,22,9.12,0.18,5.77,0,6.92,2,0,1279,668,9,207,0,395
2008,8,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",370,101,43.94,4.56,23.38,0,29.11,10,3,6800,3265,362,1086,0,2087
2008,8,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",26,8,1.09,1.65,3.35,0,1.91,1,0,445,67,115,148,0,115
2008,8,AA,American Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",247,70,37.25,1.92,18.15,1,11.68,1,2,4939,3467,71,633,17,751
2008,8,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",62,16,4.59,2.58,2.91,0,5.92,1,1,1125,195,175,172,0,583
2008,8,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",332,100,43.51,4.97,24.2,0.5,26.83,7,0,6195,2619,313,969,8,2286
2008,8,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",371,129,38.55,6.08,38.84,0,45.54,12,2,8247,1998,407,2497,0,3345
2008,8,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",146,41,16.29,1.99,8.29,0,14.42,18,1,1828,630,107,249,0,842
2008,8,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",214,52,20.28,4.54,9.82,0,17.36,4,0,3023,1175,226,588,0,1034
2008,8,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",46,6,2.61,1.22,2.14,0,0.03,0,1,349,112,122,111,0,4
2008,8,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",121,30,12.57,1.48,7.6,0,8.35,6,2,1611,809,45,189,0,568
2008,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1051,426,101.72,10.01,236.89,0.87,76.52,17,11,31357,9392,864,14014,13,7074
2008,8,AA,American Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",31,15,6.46,0,2.5,0,6.04,0,0,1721,1031,0,115,0,575
2008,8,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",648,180,85.1,12.51,47.48,0,34.91,5,2,10080,4841,836,2219,0,2184
2008,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2566,795,250.03,32.45,272.91,0,239.61,38,2,49591,15946,2847,11849,0,18949
2008,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1826,598,113.2,24.27,339.15,0,121.38,83,25,37829,7854,1373,20390,0,8212
2008,8,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",31,15,8.16,0,1.67,0,5.16,0,0,1069,727,0,44,0,298
2008,8,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",427,113,47.76,5.3,22.07,0,37.87,7,0,6060,2221,357,957,0,2525
2008,8,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",930,340,123.83,16.58,117.9,0,81.69,35,5,18910,7802,1216,4127,0,5765
2008,8,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",144,38,14.14,2.37,7.83,0,13.66,14,0,1835,610,96,404,0,725
